Id,NA_Sales,Platform,Year_of_Release,Genre,Publisher,JP_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
10939,0.0,DS,2010.0,Sports,Konami Digital Entertainment,0.03,,,,,,
10940,0.02,GBA,2003.0,Platform,Capcom,0.0,59.0,17.0,tbd,,Disney Interactive,E
10941,2.09,3DS,2011.0,Action,Nintendo,0.62,,,,,,
10942,0.09,PS2,2005.0,Action,Activision,0.0,68.0,13.0,8.1,15.0,Krome Studios,E10+
10943,0.0,PSP,2011.0,Adventure,Namco Bandai Games,0.05,,,,,,
10944,0.0,SNES,1992.0,Role-Playing,SquareSoft,2.43,,,,,,
10945,0.09,PS2,2000.0,Puzzle,Empire Interactive,0.0,,,,,,
10946,0.25,PSP,2009.0,Fighting,THQ,0.0,,,6.6,8.0,Yuke's,T
10947,0.0,GC,2003.0,Misc,Nintendo,0.27,,,,,,
10948,0.56,PS2,2001.0,Action,Midway Games,0.0,73.0,15.0,8.3,30.0,Midway,T
10949,0.1,PS,1998.0,Sports,THQ,0.0,,,,,,
10950,0.67,SNES,1990.0,Action,Capcom,0.69,,,,,,
10951,0.55,DS,2008.0,Simulation,Ubisoft,0.0,,,tbd,,"Lexis Numerique, Virtual Toys",E
10952,0.22,PS2,2007.0,Role-Playing,Tecmo Koei,0.16,89.0,25.0,8.3,296.0,Atlus Co.,M
10953,0.0,PC,2003.0,Simulation,Microsoft Game Studios,0.0,88.0,22.0,8.2,49.0,Microsoft Game Studios,E
10954,0.18,PS3,2007.0,Action,Tecmo Koei,0.41,59.0,31.0,7.3,49.0,"Koei, Omega Force",T
10955,0.06,N64,1998.0,Puzzle,Ocean,0.0,,,,,,
10956,0.1,DS,2008.0,Simulation,DTP Entertainment,0.0,,,tbd,,Eidos Interactive,E10+
10957,0.18,GC,2002.0,Shooter,Activision,0.0,75.0,17.0,7.8,19.0,Vicarious Visions,T
10958,0.1,PSV,2013.0,Role-Playing,Screenlife,0.04,62.0,24.0,7.6,118.0,Spike,M
10959,0.09,XB,2004.0,Fighting,Acclaim Entertainment,0.0,57.0,33.0,tbd,,Acclaim,T
10960,0.0,PSP,2006.0,Adventure,Midway Games,0.0,69.0,4.0,4.8,5.0,Hoplite Research,E
10961,0.1,PS,1997.0,Action,Namco Bandai Games,0.0,,,,,,
10962,0.06,DS,2011.0,Simulation,THQ,0.0,,,,,,
10963,0.17,Wii,2009.0,Simulation,Electronic Arts,0.0,56.0,16.0,tbd,,EA Games,E
10964,0.0,XOne,2015.0,Racing,Milestone S.r.l.,0.0,65.0,9.0,,,Milestone S.r.l,
10965,0.0,Wii,2010.0,Misc,Namco Bandai Games,0.0,,,,,,
10966,0.0,PS3,2009.0,Racing,Black Bean Games,0.0,66.0,29.0,4.9,9.0,Milestone S.r.l,E
10967,0.0,PS2,2006.0,Misc,Sony Computer Entertainment,0.0,,,,,,
10968,0.0,DS,2007.0,Misc,Electronic Arts,0.01,,,,,,
10969,0.48,X360,2014.0,Role-Playing,Namco Bandai Games,0.01,91.0,30.0,7.9,915.0,From Software,T
10970,0.03,PS,1999.0,Strategy,Tecmo Koei,0.0,73.0,9.0,7.1,9.0,Koei,E
10971,0.0,Wii,2009.0,Racing,Nordic Games,0.0,,,,,,
10972,0.17,X360,2015.0,Fighting,Namco Bandai Games,0.0,,,6.7,46.0,Dimps Corporation,T
10973,0.03,PSP,2005.0,Role-Playing,Idea Factory,0.0,47.0,27.0,8.2,12.0,"Neverland, Idea Factory",T
10974,0.17,3DS,2013.0,Action,Disney Interactive Studios,0.0,,,,,,
10975,0.04,XB,2004.0,Puzzle,505 Games,0.0,74.0,12.0,tbd,,Taito Corporation,E
10976,0.05,X360,2011.0,Action,Namco Bandai Games,0.0,49.0,41.0,5.6,16.0,Game Republic,M
10977,0.73,XB,2005.0,Sports,Electronic Arts,0.0,87.0,38.0,8.3,27.0,EA Sports,E
10978,0.1,XOne,2015.0,Simulation,Koch Media,0.0,,,,,,
10979,0.07,PS2,2005.0,Adventure,Atari,0.0,83.0,47.0,7.8,104.0,Quantic Dream,M
10980,0.58,Wii,2008.0,Simulation,Rising Star Games,0.02,76.0,10.0,8.9,20.0,Natsume,E
10981,0.08,DS,2011.0,Action,Sega,0.0,64.0,18.0,7.2,9.0,WayForward,E10+
10982,0.12,PS2,2007.0,Racing,Activision,0.0,,,5.9,7.0,Torus Games,E
10983,0.19,XB,2005.0,Sports,Electronic Arts,0.0,79.0,35.0,8.4,18.0,EA Canada,E10+
10984,0.0,GB,2001.0,Role-Playing,Imagineer,0.12,,,,,,
10985,0.12,PS4,2016.0,Shooter,Take-Two Interactive,0.02,68.0,55.0,6.8,402.0,Gearbox Software,T
10986,0.78,N64,1999.0,Shooter,Nintendo,0.07,,,,,,
10987,0.34,X360,2006.0,Sports,Spike,0.0,66.0,22.0,3.9,37.0,Kush Games,E
10988,0.25,DS,2005.0,Puzzle,Nintendo,0.31,,,,,,
10989,0.06,PS,2000.0,Racing,Codemasters,0.0,,,,,,
10990,0.17,PSP,2005.0,Action,Electronic Arts,0.0,70.0,13.0,7.4,16.0,Electronic Arts,E10+
10991,0.15,PS3,2007.0,Racing,Electronic Arts,0.0,57.0,21.0,5,14.0,EA Tiburon,E
10992,0.24,Wii,2009.0,Shooter,Activision,0.0,,,,,,
10993,0.0,PS3,2012.0,Action,Sega,0.06,,,,,,
10994,0.64,Wii,2011.0,Action,Disney Interactive Studios,0.0,61.0,11.0,6,5.0,Eurocom Entertainment Software,E10+
10995,0.18,PSP,2006.0,Puzzle,Crave Entertainment,0.0,,,,,,
10996,0.05,GBA,2004.0,Action,Ubisoft,0.0,68.0,19.0,6.2,6.0,Ubisoft,T
10997,0.07,PS2,2004.0,Misc,Gathering of Developers,0.0,48.0,20.0,6.7,13.0,Top Heavy Studios,M
10998,1.03,2600,1981.0,Shooter,Activision,0.0,,,,,,
10999,0.18,PS3,2011.0,Strategy,PopCap Games,0.0,85.0,8.0,7.9,60.0,PopCap,E10+
11000,0.06,DS,2010.0,Adventure,Astragon,0.0,,,tbd,,Gunnar Games,E10+
11001,0.03,XB,2003.0,Shooter,THQ,0.0,70.0,19.0,9.3,9.0,Yager,T
11002,0.0,DS,2010.0,Misc,Konami Digital Entertainment,0.09,,,,,,
11003,1.0,X360,2008.0,Misc,Activision,0.0,70.0,59.0,6.7,48.0,Neversoft Entertainment,T
11004,0.04,GC,2005.0,Shooter,Ubisoft,0.0,72.0,8.0,7.8,5.0,"Red Storm Entertainment, Ubisoft Montreal",M
11005,0.18,Wii,2009.0,Action,Activision,0.0,,,tbd,,FUN Labs,E10+
11006,0.04,GC,2005.0,Racing,Activision,0.0,54.0,4.0,tbd,,Creat Studios,T
11007,0.07,PS3,2016.0,Sports,Electronic Arts,0.0,,,0.2,5.0,EA Sports,E
11008,1.56,PS2,2006.0,Action,Take-Two Interactive,0.07,78.0,49.0,7.8,112.0,Rockstar Leeds,M
11009,0.0,DS,2008.0,Misc,Pinnacle,0.0,,,,,,
11010,0.45,Wii,2008.0,Sports,Sega,0.0,59.0,29.0,6.3,9.0,Cavia Inc.,E
11011,0.31,DS,2010.0,Action,Activision,0.0,60.0,8.0,tbd,,Griptonite Games,E10+
11012,0.01,PS,1996.0,Fighting,GT Interactive,0.0,,,,,,
11013,0.09,PS2,2005.0,Action,Sony Computer Entertainment,0.0,68.0,37.0,8,5.0,BottleRocket Entertainment,M
11014,0.07,GC,2002.0,Racing,Infogrames,0.0,85.0,8.0,7.3,7.0,Monster Games Inc.,E
11015,0.11,PC,2011.0,Shooter,THQ,0.0,70.0,36.0,5.5,531.0,Digital Extremes,M
11016,0.16,XB,,Shooter,Unknown,0.0,74.0,22.0,7,10.0,Vicious Cycle,T
11017,0.0,3DS,2014.0,Action,Namco Bandai Games,0.0,51.0,4.0,tbd,,Little Orbit,E
11018,0.17,PS3,2011.0,Role-Playing,Square Enix,0.03,71.0,52.0,6.3,86.0,Obsidian Entertainment,T
11019,0.23,XB,2005.0,Action,Midway Games,0.0,78.0,37.0,6.6,19.0,Midway Studios - Los Angeles,M
11020,0.59,PS2,,Sports,Electronic Arts,0.04,84.0,20.0,6.4,76.0,EA Canada,E
11021,0.0,PS3,2009.0,Action,Sony Computer Entertainment,0.03,77.0,33.0,6.9,30.0,SCE Japan Studio,E10+
11022,0.0,DS,2006.0,Misc,IE Institute,0.66,,,,,,
11023,0.0,PS2,2009.0,Adventure,Idea Factory,0.04,,,,,,
11024,0.34,PS2,2000.0,Racing,Electronic Arts,0.0,66.0,16.0,6.6,9.0,EA Sports,E
11025,0.28,Wii,2008.0,Misc,Activision,0.0,,,,,,
11026,0.19,DS,2010.0,Adventure,THQ,0.0,,,,,,
11027,0.04,PS2,2000.0,Shooter,Konami Digital Entertainment,0.0,64.0,15.0,tbd,,KCET,E
11028,0.25,PS2,2009.0,Shooter,Activision,0.0,,,,,,
11029,0.65,PSP,2008.0,Sports,Electronic Arts,0.0,68.0,8.0,6.5,4.0,EA Tiburon,E
11030,0.0,PSP,2008.0,Fighting,Marvelous Interactive,0.04,,,,,,
11031,0.1,X360,2010.0,Shooter,Square Enix,0.02,58.0,52.0,6.1,24.0,Double Helix Games,T
11032,0.0,DC,1999.0,Sports,Sega,0.23,,,,,,
11033,0.12,PS3,2010.0,Platform,D3Publisher,0.0,,,8.6,5.0,Papaya Studios,E10+
11034,0.43,3DS,2011.0,Role-Playing,Namco Bandai Games,0.14,75.0,33.0,7.6,197.0,Bandai Namco Games,T
11035,0.08,GBA,2001.0,Platform,TDK Mediactive,0.0,73.0,8.0,tbd,,RFX Interactive,E
11036,14.44,Wii,2009.0,Platform,Nintendo,4.7,87.0,80.0,8.4,594.0,Nintendo,E
11037,0.04,PS,1996.0,Sports,Tecmo Koei,0.16,,,,,,
11038,0.0,PC,2008.0,Shooter,Electronic Arts,0.0,84.0,56.0,7.9,516.0,Crytek,M
11039,0.19,Wii,2011.0,Action,THQ,0.0,,,tbd,,Blitz Games,E10+
11040,0.07,DS,2010.0,Misc,MTV Games,0.0,79.0,8.0,5.5,6.0,Backbone Entertainment,E10+
11041,0.47,PS,2001.0,Sports,THQ,0.0,,,,,,
11042,0.06,GBA,2003.0,Action,THQ,0.0,,,tbd,,Mobius Entertainment,E
11043,0.22,PC,2014.0,Shooter,Electronic Arts,0.0,86.0,29.0,6.2,1727.0,Respawn Entertainment,M
11044,3.27,PS,1998.0,Fighting,Sony Computer Entertainment,1.4,96.0,15.0,9.1,367.0,Namco,T
11045,0.0,PS3,2014.0,Fighting,Namco Bandai Games,0.01,,,,,,
11046,0.08,PS3,2011.0,Sports,THQ,0.0,65.0,8.0,2.4,5.0,THQ,E
11047,0.0,3DS,2011.0,Misc,Capcom,0.05,,,,,,
11048,0.17,XOne,2015.0,Action,Activision,0.0,76.0,15.0,5.5,17.0,Vicarious Visions,E10+
11049,0.2,PS4,2014.0,Action,Activision,0.02,,,,,,
11050,0.01,PS2,2005.0,Shooter,Namco Bandai Games,0.0,48.0,15.0,tbd,,Natsume,E10+
11051,0.0,PSP,2010.0,Fighting,SNK Playmore,0.03,,,,,,
11052,0.06,PS2,2005.0,Shooter,Playlogic Game Factory,0.0,39.0,4.0,8.1,9.0,WideScreen Games,T
11053,0.07,XB,2005.0,Action,Microsoft Game Studios,0.0,94.0,32.0,8.7,121.0,Team Ninja,M
11054,0.0,PSP,2009.0,Adventure,Spike,0.04,,,,,,
11055,0.04,Wii,2007.0,Adventure,Zushi Games,0.0,,,tbd,,Atomic Planet Entertainment,E10+
11056,0.0,PS3,2009.0,Sports,Deep Silver,0.0,,,,,,
11057,0.26,PS2,2003.0,Sports,Midway Games,0.0,78.0,23.0,8.3,8.0,Midway,E
11058,0.25,Wii,2009.0,Sports,Zushi Games,0.0,,,7.5,4.0,Sims,E
11059,0.09,X360,2012.0,Action,Sega,0.02,74.0,43.0,8,185.0,Sega,M
11060,0.11,Wii,2009.0,Strategy,Nintendo,0.33,,,,,,
11061,0.01,XOne,2016.0,Action,Activision,0.0,56.0,4.0,3.1,14.0,Radical Entertainment,M
11062,0.23,GBA,2001.0,Sports,Electronic Arts,0.0,,,tbd,,BudCat,E
11063,0.06,X360,2010.0,Action,Microsoft Game Studios,0.04,,,,,,
11064,0.58,PC,,Shooter,Activision,0.0,81.0,29.0,5.2,1651.0,Treyarch,M
11065,0.0,PS3,2010.0,Sports,Home Entertainment Suppliers,0.0,,,,,,
11066,0.15,DS,2007.0,Misc,505 Games,0.0,,,,,,
11067,0.57,Wii,2010.0,Simulation,Electronic Arts,0.0,,,2.5,31.0,The Sims Studio,T
11068,0.0,3DS,2015.0,Misc,Nintendo,0.01,,,,,,
11069,0.08,PS4,2016.0,Role-Playing,Square Enix,0.08,77.0,74.0,8.3,222.0,Square Enix,E10+
11070,0.2,Wii,2010.0,Action,Rising Star Games,0.04,84.0,68.0,8.8,184.0,Grasshopper Manufacture,M
11071,0.19,XB,2002.0,Sports,Electronic Arts,0.0,64.0,17.0,tbd,,Pandemic Studios,E
11072,0.24,Wii,2009.0,Racing,Nintendo,0.0,77.0,29.0,8.6,26.0,Monster Games Inc.,E
11073,0.06,DS,2010.0,Simulation,DreamCatcher Interactive,0.0,,,tbd,,,
11074,0.42,Wii,2009.0,Shooter,Nintendo,0.0,91.0,48.0,9.3,316.0,Retro Studios,T
11075,0.0,3DS,2015.0,Action,Nintendo,0.23,,,,,,
11076,0.01,DS,2007.0,Action,Majesco Entertainment,0.0,35.0,5.0,tbd,,Happy Happening,E10+
11077,0.03,DS,2007.0,Shooter,Ubisoft,0.0,72.0,27.0,8,25.0,Gameloft,T
11078,0.0,PSV,2014.0,Action,Tecmo Koei,0.06,70.0,9.0,7.9,14.0,Omega Force,T
11079,0.34,PS2,2005.0,Platform,Midway Games,0.0,50.0,5.0,7.6,16.0,Artificial Mind and Movement,E
11080,0.02,GBA,2005.0,Action,Game Factory,0.0,,,,,,
11081,0.67,X360,2007.0,Sports,Spike,0.0,79.0,31.0,7.1,34.0,Kush Games,E
11082,0.13,XB,2002.0,Shooter,Infogrames,0.0,73.0,28.0,7.3,10.0,Smilebit,T
11083,0.07,PS2,2004.0,Misc,Codemasters,0.0,79.0,28.0,8.6,8.0,Mix Max,T
11084,0.44,GBA,2004.0,Action,Atari,0.0,62.0,19.0,8.9,39.0,Webfoot Technologies,E
11085,0.0,PS3,2016.0,Action,Tecmo Koei,0.01,,,,,,
11086,0.58,XB,2002.0,Shooter,Electronic Arts,0.0,78.0,30.0,7.8,25.0,Eurocom Entertainment Software,T
11087,0.02,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.0,,,tbd,,Zoo Digital Publishing,E
11088,0.66,PS3,2011.0,Shooter,Sony Computer Entertainment,0.04,67.0,64.0,6.3,121.0,Zipper Interactive,M
11089,0.09,PS2,2006.0,Role-Playing,Tecmo Koei,0.15,84.0,54.0,6.4,42.0,Nippon Ichi Software,T
11090,0.52,PS3,2013.0,Adventure,Sony Computer Entertainment,0.06,70.0,98.0,8.1,2652.0,Quantic Dream,M
11091,0.38,X360,2010.0,Shooter,Activision,0.0,,,,,,
11092,0.03,PC,2016.0,Simulation,Focus Home Interactive,0.0,64.0,5.0,8,20.0,Giants Software,E
11093,0.0,PC,2009.0,Strategy,Atari,0.0,76.0,50.0,7.9,183.0,Gas Powered Games,T
11094,0.2,GBA,2001.0,Platform,Interplay,0.0,72.0,10.0,5.7,6.0,Game Titan,E
11095,0.13,GC,2003.0,Platform,Warner Bros. Interactive Entertainment,0.0,64.0,6.0,5,4.0,Warthog,E
11096,0.23,DS,2006.0,Adventure,Disney Interactive Studios,0.0,63.0,11.0,8.6,7.0,Amaze Entertainment,T
11097,0.0,PSV,2015.0,Action,Namco Bandai Games,0.13,76.0,4.0,6.3,17.0,Omega Force,T
11098,0.0,PS3,2010.0,Simulation,Namco Bandai Games,0.26,,,,,,
11099,0.0,3DS,2013.0,Action,Namco Bandai Games,0.04,,,,,,
11100,0.16,Wii,2009.0,Role-Playing,Disney Interactive Studios,0.0,71.0,22.0,8.4,16.0,Genki,E10+
11101,0.28,X360,2012.0,Action,Activision,0.0,79.0,52.0,8.3,160.0,High Moon Studios,T
11102,0.01,XOne,2014.0,Action,Tecmo Koei,0.0,,,,,,
11103,0.08,X360,2007.0,Strategy,Takara Tomy,0.0,46.0,17.0,7.3,7.0,Takara Tomy,T
11104,0.0,PS2,2008.0,Adventure,Interchannel,0.02,,,,,,
11105,2.03,3DS,2012.0,Simulation,Nintendo,4.39,88.0,70.0,8.7,626.0,Nintendo,E
11106,0.0,Wii,2008.0,Misc,Ubisoft,0.0,,,,,,
11107,0.6,XOne,2014.0,Sports,Electronic Arts,0.0,82.0,33.0,5.4,347.0,EA Sports,E
11108,0.03,PS2,2008.0,Sports,Electronic Arts,0.0,,,,,,
11109,0.0,PS2,2005.0,Misc,Sony Computer Entertainment,0.0,,,,,,
11110,0.1,PS2,2002.0,Role-Playing,Atari,0.56,45.0,26.0,3,29.0,SquareSoft,T
11111,0.0,DS,2010.0,Puzzle,Foreign Media Games,0.0,,,tbd,,Most Wanted Entertainment,E
11112,1.28,PS3,2007.0,Racing,Sony Computer Entertainment,0.57,80.0,67.0,7.1,120.0,Polyphony Digital,E
11113,0.01,PS,1999.0,Strategy,EON Digital Entertainment,0.0,,,,,,
11114,0.0,DS,2013.0,Adventure,Unknown,0.0,,,tbd,,TT Games,E10+
11115,0.0,3DS,2013.0,Puzzle,Nintendo,0.25,81.0,58.0,7.9,86.0,Level 5,E10+
11116,2.05,PC,1994.0,Shooter,Virgin Interactive,0.0,,,,,,
11117,0.11,GC,2004.0,Sports,Electronic Arts,0.0,78.0,22.0,8.5,6.0,EA Canada,E
11118,0.04,XB,2006.0,Sports,Midway Games,0.0,59.0,15.0,tbd,,Blue Shift,E10+
11119,0.0,PC,2009.0,Action,Nobilis,0.0,80.0,50.0,8.2,488.0,"Frozenbyte, Inc.",E10+
11120,0.0,DS,2005.0,Action,Konami Digital Entertainment,0.03,,,,,,
11121,0.0,DS,2007.0,Role-Playing,Tecmo Koei,0.06,,,,,,
11122,0.08,GBA,2002.0,Platform,Ubisoft,0.0,,,,,,
11123,0.3,Wii,2008.0,Action,Sega,0.0,44.0,14.0,7,8.0,Artificial Mind and Movement,T
11124,0.06,DS,2009.0,Sports,Take-Two Interactive,0.0,71.0,4.0,7.8,5.0,Venom Games,T
11125,0.47,PS3,2012.0,Action,Sony Computer Entertainment,0.02,,,,,,
11126,0.04,GBA,2002.0,Role-Playing,Natsume,0.0,,,,,,
11127,0.04,DS,2008.0,Adventure,Atari,0.17,,,,,,
11128,2.44,PC,2012.0,Role-Playing,Activision,0.0,88.0,86.0,4,9629.0,Blizzard Entertainment,M
11129,0.04,PS3,2012.0,Adventure,Sony Computer Entertainment Europe,0.0,92.0,78.0,8.8,1381.0,ThatGameCompany,E
11130,0.05,3DS,2016.0,Action,Nintendo,0.25,,,,,,
11131,0.49,PSP,2005.0,Simulation,Electronic Arts,0.0,65.0,17.0,6.9,32.0,Maxis,T
11132,0.68,PS,1998.0,Racing,Activision,0.0,,,,,,
11133,1.86,GEN,1990.0,Action,Sega,0.11,,,,,,
11134,0.04,PS2,2005.0,Action,Take-Two Interactive,0.0,78.0,46.0,8.9,58.0,Tecmo,M
11135,0.09,3DS,2011.0,Misc,Rising Star Games,0.0,75.0,21.0,7.8,24.0,Gaijin Games,E
11136,1.35,X360,2014.0,Sports,Take-Two Interactive,0.0,,,3,40.0,Visual Concepts,E
11137,0.06,XOne,2016.0,Shooter,Deep Silver,0.0,49.0,12.0,4.1,106.0,Deep Silver Dambuster Studios,M
11138,0.0,Wii,2010.0,Misc,Mindscape,0.0,,,,,,
11139,0.25,N64,1997.0,Platform,Nintendo,0.07,,,,,,
11140,0.0,X360,2011.0,Shooter,5pb,0.01,,,,,,
11141,0.15,X360,2008.0,Sports,Take-Two Interactive,0.0,69.0,33.0,6.7,7.0,Visual Concepts,E10+
11142,0.04,DS,2009.0,Simulation,505 Games,0.0,,,tbd,,Legacy Interactive,T
11143,0.01,PS2,2006.0,Action,Eidos Interactive,0.0,67.0,23.0,7.9,41.0,Avalanche Studios,M
11144,0.01,PS2,2006.0,Sports,Mastertronic,0.0,30.0,4.0,4.2,5.0,"Atomic Planet Entertainment, Mud Duck Productions",E
11145,0.79,X360,2015.0,Sports,Take-Two Interactive,0.0,,,3.2,24.0,Visual Concepts,E
11146,2.15,PS3,2008.0,Role-Playing,Bethesda Softworks,0.07,90.0,57.0,8,910.0,Bethesda Game Studios,M
11147,2.6,WiiU,2014.0,Fighting,Nintendo,0.81,,,,,,
11148,0.0,PSP,2010.0,Role-Playing,Namco Bandai Games,0.02,,,,,,
11149,0.29,Wii,2010.0,Fighting,THQ,0.0,72.0,7.0,tbd,,Yuke's,T
11150,0.0,DS,2006.0,Shooter,Atari,0.07,,,,,,
11151,0.09,GBA,2002.0,Sports,Activision,0.0,72.0,4.0,tbd,,HotGen,E
11152,0.0,PS3,2015.0,Action,Capcom,0.09,,,,,,
11153,1.04,PS2,2004.0,Simulation,Konami Digital Entertainment,0.0,77.0,26.0,9,20.0,KCET,E
11154,0.01,Wii,2009.0,Racing,Bethesda Softworks,0.0,37.0,14.0,3.8,11.0,Awesome Play Ltd.,E
11155,0.06,PS,1996.0,Sports,Virgin Interactive,0.0,,,,,,
11156,0.12,X360,2009.0,Misc,Konami Digital Entertainment,0.0,62.0,5.0,tbd,,Blitz Games Studios,T
11157,0.28,NES,1993.0,Platform,Capcom,0.16,,,,,,
11158,0.0,PS2,2009.0,Fighting,Ecole,0.06,,,,,,
11159,0.0,PC,2016.0,Simulation,Aerosoft,0.0,,,tbd,,TML-Studios,
11160,0.0,SAT,1994.0,Fighting,Sunsoft,0.04,,,,,,
11161,0.55,X360,2006.0,Action,LucasArts,0.0,81.0,50.0,8,45.0,Traveller's Tales,E10+
11162,0.0,PSP,2011.0,Adventure,Comfort,0.05,,,,,,
11163,0.0,N64,2000.0,Platform,Epoch,0.09,,,,,,
11164,0.11,PSP,2006.0,Strategy,THQ,0.0,70.0,22.0,6.6,18.0,Team 17,E10+
11165,0.0,PS2,2003.0,Sports,Sega,0.52,,,,,,
11166,2.91,PS2,2001.0,Role-Playing,Sony Computer Entertainment,2.73,92.0,53.0,8.7,1056.0,SquareSoft,T
11167,0.5,GBA,2001.0,Action,Majesco Entertainment,0.0,67.0,8.0,tbd,,Virtucraft,E
11168,0.0,PS2,2009.0,Sports,Konami Digital Entertainment,0.08,,,,,,
11169,0.54,XB,2004.0,Strategy,THQ,0.0,84.0,67.0,8.7,27.0,Pandemic Studios,M
11170,0.24,X360,2006.0,Simulation,Sega,0.01,71.0,60.0,7,72.0,From Software,T
11171,0.09,PS4,2015.0,Action,Namco Bandai Games,0.1,74.0,34.0,7.4,118.0,Omega Force,T
11172,0.08,PS3,2009.0,Action,Konami Digital Entertainment,0.0,69.0,15.0,7.6,8.0,Loose Cannon Studios,E10+
11173,0.0,PSP,2012.0,Misc,Spike,0.19,,,,,,
11174,0.0,DS,2006.0,Misc,Konami Digital Entertainment,0.05,,,,,,
11175,0.49,X360,2008.0,Sports,Electronic Arts,0.01,87.0,51.0,8,106.0,EA Canada,E
11176,1.53,X360,2007.0,Action,LucasArts,0.0,80.0,24.0,7.4,114.0,Traveller's Tales,E10+
11177,0.0,X360,2009.0,Adventure,5pb,0.04,,,,,,
11178,0.22,X360,2007.0,Racing,THQ,0.0,68.0,24.0,7.6,21.0,Juice Games,T
11179,0.31,PS,1996.0,Shooter,LucasArts,0.0,,,,,,
11180,0.15,GC,2006.0,Platform,Vivendi Games,0.0,67.0,9.0,tbd,,Vivendi Games,E10+
11181,0.21,PS2,2002.0,Action,Atari,0.0,64.0,22.0,7.2,9.0,Atari,E
11182,0.07,X360,2009.0,Action,Konami Digital Entertainment,0.0,62.0,12.0,8,6.0,Loose Cannon Studios,E10+
11183,0.09,Wii,2009.0,Action,Capcom,0.0,66.0,30.0,6.3,6.0,Bionic Games,T
11184,0.0,PSP,2006.0,Puzzle,Sony Computer Entertainment,0.01,,,,,,
11185,0.11,GBA,2001.0,Action,THQ,0.0,,,tbd,,Helixe,E
11186,0.03,PS2,2004.0,Shooter,Namco Bandai Games,0.0,45.0,16.0,7.8,10.0,Bec,T
11187,0.03,DS,2007.0,Action,Game Factory,0.0,63.0,11.0,6.8,13.0,DC Studios,E10+
11188,0.08,X360,2011.0,Simulation,Konami Digital Entertainment,0.0,,,tbd,,Konami,E10+
11189,0.08,N64,1997.0,Fighting,Natsume,0.0,,,,,,
11190,0.53,PS,1999.0,Sports,Electronic Arts,0.0,,,,,,
11191,0.13,PS,2002.0,Racing,XS Games,0.0,,,,,,
11192,0.0,3DS,2013.0,Misc,Alchemist,0.07,,,,,,
11193,0.21,XB,2003.0,Shooter,SCi,0.0,,,,,,
11194,0.32,PS2,2008.0,Sports,Electronic Arts,0.01,,,7.4,14.0,EA Canada,E
11195,1.67,PS2,2005.0,Misc,RedOctane,0.03,91.0,65.0,8.7,173.0,Harmonix Music Systems,T
11196,0.0,3DS,2014.0,Action,Tecmo Koei,0.08,63.0,13.0,6.1,10.0,Omega Force,T
11197,0.59,PC,2010.0,Role-Playing,Bethesda Softworks,0.0,84.0,39.0,8.6,2754.0,Obsidian Entertainment,M
11198,0.0,PSP,2013.0,Role-Playing,Namco Bandai Games,0.15,74.0,7.0,8.3,6.0,Felistella,T
11199,0.07,PC,2011.0,Simulation,Electronic Arts,0.0,,,6.7,9.0,Maxis,T
11200,0.03,PS,2001.0,Puzzle,Ubisoft,0.0,,,,,,
11201,0.37,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.0,82.0,16.0,8.3,85.0,TT Games,E10+
11202,0.11,Wii,,Misc,Unknown,0.77,,,,,,
11203,0.85,XB,2003.0,Sports,Activision,0.0,85.0,33.0,9.1,26.0,Neversoft Entertainment,T
11204,0.0,PS3,2012.0,Action,Sega,0.03,,,,,,
11205,0.0,3DS,2015.0,Action,FuRyu,0.06,,,,,,
11206,0.24,PS,1998.0,Action,Psygnosis,0.0,,,,,,
11207,0.0,PS2,2000.0,Sports,Enix Corporation,0.08,,,,,,
11208,0.0,PS4,2016.0,Simulation,Namco Bandai Games,0.1,,,,,,
11209,1.07,2600,1980.0,Misc,Activision,0.0,,,,,,
11210,0.04,DS,2006.0,Puzzle,Atari,0.0,70.0,24.0,tbd,,Q Entertainment,E
11211,0.11,XB,2004.0,Fighting,Capcom,0.0,79.0,33.0,6.4,9.0,Capcom,T
11212,0.07,PS2,2008.0,Role-Playing,Atlus,0.0,79.0,23.0,8.7,26.0,Atlus Co.,M
11213,0.15,X360,,Action,Unknown,0.0,60.0,9.0,3.6,138.0,Telltale Games,T
11214,0.15,PS2,2002.0,Action,Activision,0.0,49.0,21.0,6.1,14.0,Mucky Foot Productions,M
11215,0.0,DS,2009.0,Puzzle,Nintendo,0.0,,,,,,
11216,0.27,PS3,2012.0,Fighting,Namco Bandai Games,0.14,74.0,23.0,7.1,83.0,"CyberConnect2, Racjin",T
11217,0.0,GEN,1994.0,Role-Playing,Sega,0.08,,,,,,
11218,2.29,PS2,2003.0,Sports,Activision,0.01,90.0,38.0,8.7,121.0,Neversoft Entertainment,T
11219,0.08,GC,2002.0,Action,Activision,0.0,53.0,19.0,tbd,,Treyarch,T
11220,0.03,PS,1997.0,Shooter,Sony Computer Entertainment,0.0,76.0,11.0,tbd,,Alfa System,T
11221,0.1,XB,2002.0,Action,Activision,0.0,53.0,20.0,4,4.0,Mucky Foot Productions,M
11222,0.25,PSP,2006.0,Sports,Electronic Arts,0.0,,,,,,
11223,0.83,PS2,2000.0,Role-Playing,Sony Computer Entertainment,0.08,80.0,27.0,8.2,99.0,Level 5,T
